,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
44173,44174,2015,1,15,13,4,461,500,354,500,-4.0,80.0,1027.0,-1.0,SE,1.79,0.0,0.0
44174,44175,2015,1,15,14,4,442,500,460,441,-5.0,69.0,1027.0,0.0,SE,0.89,0.0,0.0
44175,44176,2015,1,15,15,4,374,500,483,466,-5.0,69.0,1027.0,0.0,SE,1.79,0.0,0.0
44176,44177,2015,1,15,16,4,383,500,465,475,-7.0,59.0,1026.0,0.0,SE,3.58,0.0,0.0
44177,44178,2015,1,15,17,4,370,500,426,475,-6.0,68.0,1026.0,-1.0,SE,0.89,0.0,0.0
44178,44179,2015,1,15,18,4,413,489,450,433,-5.0,74.0,1026.0,-1.0,SE,1.79,0.0,0.0
44179,44180,2015,1,15,19,4,408,481,428,423,-5.0,74.0,1026.0,-1.0,SE,2.68,0.0,0.0
44180,44181,2015,1,15,20,4,392,500,450,447,-6.0,85.0,1026.0,-4.0,SE,3.57,0.0,0.0
44181,44182,2015,1,15,21,4,409,500,428,461,-6.0,85.0,1026.0,-4.0,NE,0.89,0.0,0.0
44182,44183,2015,1,15,22,4,449,500,460,470,-7.0,85.0,1025.0,-5.0,SE,0.89,0.0,0.0
44183,44184,2015,1,15,23,4,451,500,497,483,-6.0,92.0,1025.0,-5.0,SE,1.78,0.0,0.0
44184,44185,2015,1,16,0,4,442,500,500,484,-7.0,92.0,1025.0,-6.0,SE,0.89,0.0,0.0
44185,44186,2015,1,16,1,4,438,500,500,500,-6.0,92.0,1025.0,-5.0,SE,1.78,0.0,0.0
44186,44187,2015,1,16,2,4,427,500,500,490,-7.0,92.0,1025.0,-6.0,SE,2.67,0.0,0.0
44187,44188,2015,1,16,3,4,257,500,490,355,-5.0,100.0,1025.0,-5.0,SE,1.79,0.0,0.0
44188,44189,2015,1,16,4,4,68,186,149,31,-6.0,100.0,1025.0,-6.0,NW,0.89,0.0,0.0
44189,44190,2015,1,16,5,4,9,6,14,11,-8.0,92.0,1025.0,-7.0,NW,1.79,0.0,0.0
44190,44191,2015,1,16,6,4,3,3,13,9,-8.0,92.0,1025.0,-7.0,NW,3.58,0.0,0.0
44191,44192,2015,1,16,7,4,9,8,14,14,-10.0,79.0,1026.0,-7.0,SE,1.79,0.0,0.0
44192,44193,2015,1,16,8,4,6,8,18,22,-13.0,36.0,1027.0,0.0,NW,8.94,0.0,0.0
44193,44194,2015,1,16,9,4,12,3,11,17,-17.0,24.0,1028.0,1.0,NW,20.12,0.0,0.0
44194,44195,2015,1,16,10,4,13,3,10,16,-18.0,22.0,1029.0,1.0,NW,32.19,0.0,0.0
44195,44196,2015,1,16,11,4,10,3,18,21,-18.0,22.0,1030.0,1.0,NW,46.05,0.0,0.0
44196,44197,2015,1,16,12,4,6,3,16,16,-18.0,19.0,1030.0,3.0,NW,57.23,0.0,0.0
44197,44198,2015,1,16,13,4,11,3,11,13,-19.0,18.0,1029.0,3.0,NW,68.41,0.0,0.0
44198,44199,2015,1,16,14,4,7,3,10,16,-19.0,16.0,1029.0,4.0,NW,78.24,0.0,0.0
44199,44200,2015,1,16,15,4,5,3,8,13,-19.0,16.0,1030.0,4.0,NW,87.18,0.0,0.0
44200,44201,2015,1,16,16,4,5,3,8,13,-18.0,19.0,1030.0,3.0,NW,97.01,0.0,0.0
44201,44202,2015,1,16,17,4,8,3,8,12,-19.0,19.0,1031.0,2.0,NW,106.84,0.0,0.0
44202,44203,2015,1,16,18,4,8,3,11,10,-18.0,22.0,1032.0,1.0,NW,114.89,0.0,0.0
44203,44204,2015,1,16,19,4,8,3,14,14,-17.0,26.0,1034.0,0.0,NW,122.04,0.0,0.0
44204,44205,2015,1,16,20,4,8,3,14,15,-16.0,30.0,1035.0,-1.0,NW,130.09,0.0,0.0
44205,44206,2015,1,16,21,4,9,3,9,11,-16.0,33.0,1035.0,-2.0,NW,134.11,0.0,0.0
44206,44207,2015,1,16,22,4,10,3,11,9,-17.0,33.0,1036.0,-3.0,NW,139.03,0.0,0.0
44207,44208,2015,1,16,23,4,12,3,11,10,-16.0,35.0,1036.0,-3.0,NW,144.84,0.0,0.0
44208,44209,2015,1,17,0,4,12,3,13,14,-17.0,38.0,1036.0,-5.0,NW,0.89,0.0,0.0
44209,44210,2015,1,17,1,4,11,10,20,24,-17.0,41.0,1035.0,-6.0,NW,4.02,0.0,0.0
44210,44211,2015,1,17,2,4,14,4,15,14,-17.0,41.0,1035.0,-6.0,NE,4.92,0.0,0.0
44211,44212,2015,1,17,3,4,11,3,15,11,-17.0,38.0,1036.0,-5.0,NW,4.02,0.0,0.0
44212,44213,2015,1,17,4,4,8,3,9,10,-17.0,38.0,1035.0,-5.0,NE,5.81,0.0,0.0
44213,44214,2015,1,17,5,4,10,5,11,16,-17.0,41.0,1034.0,-6.0,NE,7.6,0.0,0.0
44214,44215,2015,1,17,6,4,8,6,14,13,-17.0,41.0,1034.0,-6.0,NE,10.73,0.0,0.0
44215,44216,2015,1,17,7,4,10,15,12,15,-17.0,41.0,1035.0,-6.0,NE,13.86,0.0,0.0
44216,44217,2015,1,17,8,4,9,3,16,14,-17.0,41.0,1035.0,-6.0,NW,1.79,0.0,0.0
44217,44218,2015,1,17,9,4,7,3,14,25,-17.0,35.0,1035.0,-4.0,NW,4.92,0.0,0.0
44218,44219,2015,1,17,10,4,19,3,18,20,-16.0,35.0,1035.0,-3.0,NW,8.05,0.0,0.0
44219,44220,2015,1,17,11,4,64,26,68,69,-16.0,30.0,1035.0,-1.0,NW,9.84,0.0,0.0
44220,44221,2015,1,17,12,4,85,67,93,82,-15.0,31.0,1033.0,0.0,SE,0.89,0.0,0.0
44221,44222,2015,1,17,13,4,89,74,90,89,-16.0,26.0,1031.0,1.0,SE,2.68,0.0,0.0
44222,44223,2015,1,17,14,4,88,71,91,89,-16.0,24.0,1030.0,2.0,SE,4.47,0.0,0.0
44223,44224,2015,1,17,15,4,104,79,101,98,-16.0,23.0,1030.0,3.0,SE,3.13,0.0,0.0
44224,44225,2015,1,17,16,4,124,98,119,117,-15.0,27.0,1029.0,2.0,SE,4.92,0.0,0.0
44225,44226,2015,1,17,17,4,127,116,130,122,-15.0,27.0,1028.0,2.0,SE,6.71,0.0,0.0
44226,44227,2015,1,17,18,4,131,119,131,126,-14.0,39.0,1028.0,-2.0,SE,7.6,0.0,0.0
44227,44228,2015,1,17,19,4,157,135,144,149,-13.0,45.0,1028.0,-3.0,NE,0.89,0.0,0.0
44228,44229,2015,1,17,20,4,152,-1,157,143,-13.0,49.0,1028.0,-4.0,NE,1.78,0.0,0.0
44229,44230,2015,1,17,21,4,152,-1,157,96,-13.0,42.0,1027.0,-2.0,NE,0.89,0.0,0.0
44230,44231,2015,1,17,22,4,120,-1,107,201,-13.0,42.0,1027.0,-2.0,NE,1.78,0.0,0.0
44231,44232,2015,1,17,23,4,115,-1,104,179,-13.0,42.0,1027.0,-2.0,NE,2.67,0.0,0.0
44232,44233,2015,1,18,0,4,163,242,236,177,-13.0,42.0,1025.0,-2.0,NE,1.79,0.0,0.0
44233,44234,2015,1,18,1,4,-1,-1,-1,157,-13.0,42.0,1025.0,-2.0,NW,0.89,0.0,0.0
44234,44235,2015,1,18,2,4,159,-1,197,135,-13.0,45.0,1024.0,-3.0,NW,1.79,0.0,0.0
44235,44236,2015,1,18,3,4,130,-1,157,135,-12.0,49.0,1023.0,-3.0,NW,0.89,0.0,0.0
44236,44237,2015,1,18,4,4,112,-1,145,133,-12.0,46.0,1021.0,-2.0,NW,1.34,0.0,0.0
44237,44238,2015,1,18,5,4,115,-1,152,132,-12.0,49.0,1020.0,-3.0,NW,0.89,0.0,0.0
44238,44239,2015,1,18,6,4,116,-1,150,141,-12.0,49.0,1019.0,-3.0,NE,0.89,0.0,0.0
44239,44240,2015,1,18,7,4,119,-1,146,156,-12.0,49.0,1019.0,-3.0,NW,0.89,0.0,0.0
44240,44241,2015,1,18,8,4,117,-1,148,158,-11.0,53.0,1019.0,-3.0,NW,1.78,0.0,0.0
44241,44242,2015,1,18,9,4,119,-1,160,146,-11.0,50.0,1019.0,-2.0,NW,2.67,0.0,0.0
44242,44243,2015,1,18,10,4,128,-1,150,133,-11.0,46.0,1018.0,-1.0,NW,3.56,0.0,0.0
44243,44244,2015,1,18,11,4,128,-1,132,74,-12.0,37.0,1018.0,1.0,NW,4.45,0.0,0.0
44244,44245,2015,1,18,12,4,103,-1,99,35,-11.0,28.0,1017.0,6.0,NW,4.92,0.0,0.0
44245,44246,2015,1,18,13,4,36,-1,46,17,-12.0,26.0,1016.0,6.0,NW,16.99,0.0,0.0
44246,44247,2015,1,18,14,4,19,-1,34,15,-15.0,20.0,1016.0,6.0,NW,28.17,0.0,0.0
44247,44248,2015,1,18,15,4,5,-1,14,13,-15.0,20.0,1017.0,6.0,NW,40.24,0.0,0.0
44248,44249,2015,1,18,16,4,8,3,17,10,-16.0,20.0,1019.0,5.0,NW,51.42,0.0,0.0
44249,44250,2015,1,18,17,4,9,3,10,16,-16.0,21.0,1019.0,4.0,NW,60.36,0.0,0.0
44250,44251,2015,1,18,18,4,9,3,14,19,-16.0,21.0,1020.0,4.0,NW,68.41,0.0,0.0
44251,44252,2015,1,18,19,4,10,3,13,15,-16.0,23.0,1021.0,3.0,NW,75.56,0.0,0.0
44252,44253,2015,1,18,20,4,6,3,11,12,-16.0,24.0,1022.0,2.0,NW,81.37,0.0,0.0
44253,44254,2015,1,18,21,4,5,3,11,19,-16.0,24.0,1022.0,2.0,NW,89.42,0.0,0.0
44254,44255,2015,1,18,22,4,4,3,12,13,-16.0,26.0,1023.0,1.0,NW,97.47,0.0,0.0
44255,44256,2015,1,18,23,4,4,3,12,12,-14.0,33.0,1023.0,0.0,SE,1.79,0.0,0.0
44256,44257,2015,1,19,0,4,6,3,8,8,-15.0,33.0,1024.0,-1.0,NW,1.79,0.0,0.0
44257,44258,2015,1,19,1,4,3,3,9,6,-14.0,36.0,1024.0,-1.0,NW,3.58,0.0,0.0
44258,44259,2015,1,19,2,4,4,23,10,15,-14.0,36.0,1025.0,-1.0,NW,6.71,0.0,0.0
44259,44260,2015,1,19,3,4,11,36,20,26,-14.0,45.0,1025.0,-4.0,NE,0.89,0.0,0.0
44260,44261,2015,1,19,4,4,12,40,19,19,-14.0,45.0,1025.0,-4.0,NE,1.78,0.0,0.0
44261,44262,2015,1,19,5,4,12,53,18,20,-14.0,53.0,1026.0,-6.0,NE,2.67,0.0,0.0
44262,44263,2015,1,19,6,4,10,52,28,40,-15.0,61.0,1026.0,-9.0,NE,1.79,0.0,0.0
44263,44264,2015,1,19,7,4,19,49,41,41,-15.0,45.0,1027.0,-5.0,NW,0.89,0.0,0.0
44264,44265,2015,1,19,8,4,32,92,55,53,-15.0,48.0,1027.0,-6.0,NW,0.89,0.0,0.0
44265,44266,2015,1,19,9,4,44,60,66,39,-14.0,39.0,1028.0,-2.0,NW,2.68,0.0,0.0
44266,44267,2015,1,19,10,4,36,45,58,43,-16.0,26.0,1028.0,1.0,NW,0.89,0.0,0.0
44267,44268,2015,1,19,11,4,52,51,53,56,-16.0,23.0,1028.0,3.0,NW,1.79,0.0,0.0
44268,44269,2015,1,19,12,4,51,60,69,64,-16.0,21.0,1027.0,4.0,SE,0.89,0.0,0.0
44269,44270,2015,1,19,13,4,48,45,66,50,-15.0,21.0,1026.0,5.0,SE,1.79,0.0,0.0
44270,44271,2015,1,19,14,4,41,-1,49,48,-14.0,22.0,1025.0,6.0,SE,4.92,0.0,0.0
44271,44272,2015,1,19,15,4,47,-1,44,46,-15.0,20.0,1024.0,6.0,SE,8.94,0.0,0.0
44272,44273,2015,1,19,16,4,61,34,63,69,-15.0,20.0,1024.0,6.0,SE,12.96,0.0,0.0
44273,44274,2015,1,19,17,4,54,84,75,83,-15.0,23.0,1024.0,4.0,SE,14.75,0.0,0.0
44274,44275,2015,1,19,18,4,81,97,87,88,-15.0,29.0,1024.0,1.0,SE,15.64,0.0,0.0
44275,44276,2015,1,19,19,4,88,109,88,92,-14.0,31.0,1024.0,1.0,SE,17.43,0.0,0.0
44276,44277,2015,1,19,20,4,88,86,84,80,-13.0,34.0,1024.0,1.0,SE,19.22,0.0,0.0
44277,44278,2015,1,19,21,4,71,74,69,61,-10.0,50.0,1025.0,-1.0,SE,0.89,0.0,0.0
44278,44279,2015,1,19,22,4,54,68,59,63,-11.0,46.0,1025.0,-1.0,SE,1.79,0.0,0.0
44279,44280,2015,1,19,23,4,54,95,83,90,-11.0,53.0,1025.0,-3.0,NW,0.89,0.0,0.0
44280,44281,2015,1,20,0,4,70,104,98,91,-10.0,58.0,1025.0,-3.0,NW,1.78,0.0,0.0
44281,44282,2015,1,20,1,4,76,94,83,75,-11.0,67.0,1025.0,-6.0,NW,0.89,0.0,0.0
44282,44283,2015,1,20,2,4,73,95,81,79,-11.0,73.0,1024.0,-7.0,NW,1.78,0.0,0.0
44283,44284,2015,1,20,3,4,74,110,89,78,-10.0,79.0,1024.0,-7.0,NW,0.45,0.0,0.0
44284,44285,2015,1,20,4,4,70,104,81,73,-12.0,67.0,1023.0,-7.0,NW,0.89,0.0,0.0
44285,44286,2015,1,20,5,4,72,88,74,78,-12.0,62.0,1023.0,-6.0,NW,2.68,0.0,0.0
44286,44287,2015,1,20,6,4,76,89,71,80,-13.0,72.0,1023.0,-9.0,NW,4.47,0.0,0.0
44287,44288,2015,1,20,7,4,72,90,72,86,-12.0,72.0,1023.0,-8.0,NW,7.6,0.0,0.0
44288,44289,2015,1,20,8,4,74,127,77,85,-11.0,67.0,1023.0,-6.0,NW,9.39,0.0,0.0
44289,44290,2015,1,20,9,4,76,135,87,97,-10.0,58.0,1023.0,-3.0,NW,12.52,0.0,0.0
44290,44291,2015,1,20,10,4,84,99,100,99,-10.0,46.0,1024.0,0.0,NW,16.54,0.0,0.0
44291,44292,2015,1,20,11,4,83,92,92,92,-11.0,37.0,1023.0,2.0,NW,19.67,0.0,0.0
44292,44293,2015,1,20,12,4,69,77,76,70,-9.0,40.0,1022.0,3.0,NW,23.69,0.0,0.0
44293,44294,2015,1,20,13,4,74,88,81,82,-9.0,38.0,1021.0,4.0,NW,25.48,0.0,0.0
44294,44295,2015,1,20,14,4,81,93,87,88,-9.0,35.0,1020.0,5.0,SE,1.79,0.0,0.0
44295,44296,2015,1,20,15,4,86,98,89,92,-9.0,38.0,1020.0,4.0,SE,2.68,0.0,0.0
44296,44297,2015,1,20,16,4,89,102,91,94,-9.0,38.0,1020.0,4.0,SE,1.79,0.0,0.0
44297,44298,2015,1,20,17,4,91,107,91,102,-9.0,40.0,1021.0,3.0,NW,0.89,0.0,0.0
44298,44299,2015,1,20,18,4,107,115,102,103,-9.0,43.0,1022.0,2.0,NW,1.78,0.0,0.0
44299,44300,2015,1,20,19,4,106,126,114,123,-9.0,43.0,1022.0,2.0,NW,2.67,0.0,0.0
44300,44301,2015,1,20,20,4,108,151,122,132,-9.0,58.0,1023.0,-2.0,NW,3.12,0.0,0.0
44301,44302,2015,1,20,21,4,111,154,118,127,-8.0,58.0,1023.0,-1.0,NW,4.01,0.0,0.0
44302,44303,2015,1,20,22,4,92,154,86,72,-11.0,53.0,1024.0,-3.0,NW,4.9,0.0,0.0
44303,44304,2015,1,20,23,4,41,60,47,38,-10.0,67.0,1024.0,-5.0,NW,3.13,0.0,0.0
44304,44305,2015,1,21,0,4,9,11,17,8,-10.0,58.0,1025.0,-3.0,NW,6.26,0.0,0.0
44305,44306,2015,1,21,1,4,9,7,12,10,-9.0,63.0,1025.0,-3.0,NW,10.28,0.0,0.0
44306,44307,2015,1,21,2,4,7,7,9,11,-11.0,58.0,1026.0,-4.0,NW,13.41,0.0,0.0
44307,44308,2015,1,21,3,4,12,10,13,9,-10.0,58.0,1026.0,-3.0,NW,17.43,0.0,0.0
44308,44309,2015,1,21,4,4,9,8,12,8,-11.0,62.0,1026.0,-5.0,NW,20.56,0.0,0.0
44309,44310,2015,1,21,5,4,7,7,12,8,-11.0,58.0,1027.0,-4.0,NE,3.13,0.0,0.0
44310,44311,2015,1,21,6,4,9,9,11,11,-11.0,58.0,1028.0,-4.0,NW,1.79,0.0,0.0
44311,44312,2015,1,21,7,4,6,7,12,13,-11.0,58.0,1029.0,-4.0,NW,5.81,0.0,0.0
44312,44313,2015,1,21,8,4,9,6,12,15,-11.0,58.0,1029.0,-4.0,NW,9.83,0.0,0.0
44313,44314,2015,1,21,9,4,13,7,17,15,-12.0,37.0,1030.0,1.0,NW,13.85,0.0,0.0
44314,44315,2015,1,21,10,4,11,5,15,11,-13.0,29.0,1030.0,3.0,NW,17.87,0.0,0.0
44315,44316,2015,1,21,11,4,16,3,14,10,-15.0,21.0,1030.0,5.0,NW,23.68,0.0,0.0
44316,44317,2015,1,21,12,4,12,5,9,15,-16.0,18.0,1029.0,6.0,NW,28.6,0.0,0.0
44317,44318,2015,1,21,13,4,9,3,9,11,-19.0,14.0,1028.0,6.0,NE,4.92,0.0,0.0
44318,44319,2015,1,21,14,4,8,3,9,13,-20.0,13.0,1027.0,6.0,NW,4.92,0.0,0.0
44319,44320,2015,1,21,15,4,9,3,7,11,-19.0,13.0,1027.0,7.0,NW,8.05,0.0,0.0
44320,44321,2015,1,21,16,4,10,3,15,12,-17.0,17.0,1027.0,6.0,NW,11.18,0.0,0.0
44321,44322,2015,1,21,17,4,10,3,11,18,-19.0,18.0,1028.0,3.0,NW,14.31,0.0,0.0
44322,44323,2015,1,21,18,4,16,6,13,20,-16.0,21.0,1028.0,4.0,NW,18.33,0.0,0.0
44323,44324,2015,1,21,19,4,28,12,18,33,-16.0,24.0,1028.0,2.0,NW,22.35,0.0,0.0
44324,44325,2015,1,21,20,4,33,18,24,34,-15.0,27.0,1028.0,2.0,NW,25.48,0.0,0.0
44325,44326,2015,1,21,21,4,28,30,27,42,-14.0,36.0,1028.0,-1.0,NW,0.89,0.0,0.0
44326,44327,2015,1,21,22,4,30,40,26,26,-13.0,42.0,1028.0,-2.0,NW,1.78,0.0,0.0
44327,44328,2015,1,21,23,4,31,30,32,31,-12.0,49.0,1028.0,-3.0,NW,2.67,0.0,0.0
44328,44329,2015,1,22,0,4,33,33,32,36,-13.0,42.0,1028.0,-2.0,NW,3.56,0.0,0.0
44329,44330,2015,1,22,1,4,56,86,59,44,-14.0,45.0,1028.0,-4.0,NW,1.79,0.0,0.0
44330,44331,2015,1,22,2,4,52,70,56,26,-14.0,49.0,1028.0,-5.0,NE,0.89,0.0,0.0
44331,44332,2015,1,22,3,4,26,47,41,35,-14.0,53.0,1027.0,-6.0,NE,0.89,0.0,0.0
44332,44333,2015,1,22,4,4,31,38,35,41,-15.0,57.0,1027.0,-8.0,NW,0.45,0.0,0.0
44333,44334,2015,1,22,5,4,31,48,42,35,-15.0,57.0,1027.0,-8.0,NW,0.9,0.0,0.0
44334,44335,2015,1,22,6,4,27,49,39,40,-15.0,66.0,1027.0,-10.0,NW,1.79,0.0,0.0
44335,44336,2015,1,22,7,4,41,63,64,64,-15.0,66.0,1027.0,-10.0,NE,0.45,0.0,0.0
44336,44337,2015,1,22,8,4,57,104,91,99,-14.0,67.0,1027.0,-9.0,NE,0.89,0.0,0.0
44337,44338,2015,1,22,9,4,84,170,150,163,-11.0,62.0,1027.0,-5.0,NE,1.78,0.0,0.0
44338,44339,2015,1,22,10,4,-1,225,204,186,-9.0,58.0,1027.0,-2.0,NE,3.57,0.0,0.0
44339,44340,2015,1,22,11,4,-1,212,187,158,-9.0,50.0,1027.0,0.0,NE,0.89,0.0,0.0
44340,44341,2015,1,22,12,4,106,151,167,143,-11.0,40.0,1025.0,1.0,NE,1.79,0.0,0.0
44341,44342,2015,1,22,13,4,159,150,146,145,-11.0,34.0,1024.0,3.0,SE,0.89,0.0,0.0
44342,44343,2015,1,22,14,4,135,164,145,133,-12.0,30.0,1023.0,4.0,SE,1.79,0.0,0.0
44343,44344,2015,1,22,15,4,115,100,109,101,-11.0,32.0,1022.0,4.0,SE,3.58,0.0,0.0
44344,44345,2015,1,22,16,4,173,157,161,160,-11.0,32.0,1022.0,4.0,SE,5.37,0.0,0.0
44345,44346,2015,1,22,17,4,257,226,240,228,-11.0,37.0,1021.0,2.0,SE,7.16,0.0,0.0
44346,44347,2015,1,22,18,4,219,198,196,179,-11.0,43.0,1021.0,0.0,SE,8.95,0.0,0.0
44347,44348,2015,1,22,19,4,208,192,190,178,-11.0,46.0,1022.0,-1.0,SE,9.84,0.0,0.0
44348,44349,2015,1,22,20,4,203,190,184,171,-10.0,54.0,1022.0,-2.0,SE,0.89,0.0,0.0
44349,44350,2015,1,22,21,4,208,183,174,167,-10.0,58.0,1021.0,-3.0,SE,0.89,0.0,0.0
44350,44351,2015,1,22,22,4,210,187,175,168,-9.0,63.0,1021.0,-3.0,SE,1.78,0.0,0.0
44351,44352,2015,1,22,23,4,202,227,174,235,-9.0,63.0,1021.0,-3.0,SE,3.57,0.0,0.0
44352,44353,2015,1,23,0,4,243,286,221,300,-10.0,58.0,1020.0,-3.0,NE,0.89,0.0,0.0
44353,44354,2015,1,23,1,4,286,353,289,292,-10.0,67.0,1020.0,-5.0,NE,0.89,0.0,0.0
44354,44355,2015,1,23,2,4,265,321,293,253,-11.0,73.0,1020.0,-7.0,NW,0.89,0.0,0.0
44355,44356,2015,1,23,3,4,260,294,253,217,-10.0,73.0,1019.0,-6.0,NW,1.34,0.0,0.0
44356,44357,2015,1,23,4,4,239,278,207,196,-11.0,67.0,1019.0,-6.0,NW,1.79,0.0,0.0
44357,44358,2015,1,23,5,4,207,266,211,188,-12.0,67.0,1019.0,-7.0,NW,4.92,0.0,0.0
44358,44359,2015,1,23,6,4,200,240,212,190,-11.0,73.0,1019.0,-7.0,NW,0.45,0.0,0.0
44359,44360,2015,1,23,7,4,197,235,191,201,-13.0,72.0,1019.0,-9.0,NW,0.89,0.0,0.0
44360,44361,2015,1,23,8,4,192,255,204,193,-11.0,78.0,1019.0,-8.0,NW,0.89,0.0,0.0
44361,44362,2015,1,23,9,4,194,238,218,193,-10.0,62.0,1019.0,-4.0,NW,1.79,0.0,0.0
44362,44363,2015,1,23,10,4,209,208,201,186,-9.0,54.0,1019.0,-1.0,NW,4.92,0.0,0.0
44363,44364,2015,1,23,11,4,216,292,204,198,-10.0,43.0,1019.0,1.0,NW,6.71,0.0,0.0
44364,44365,2015,1,23,12,4,214,212,207,194,-11.0,32.0,1018.0,4.0,NW,0.89,0.0,0.0
44365,44366,2015,1,23,13,4,216,265,209,196,-11.0,34.0,1017.0,3.0,NW,1.79,0.0,0.0
44366,44367,2015,1,23,14,4,168,-1,215,212,-11.0,32.0,1017.0,4.0,NW,0.89,0.0,0.0
44367,44368,2015,1,23,15,4,159,124,230,211,-11.0,30.0,1017.0,5.0,NW,1.78,0.0,0.0
44368,44369,2015,1,23,16,4,233,249,242,227,-11.0,30.0,1017.0,5.0,NW,2.67,0.0,0.0
44369,44370,2015,1,23,17,4,265,263,248,242,-11.0,34.0,1017.0,3.0,NW,3.56,0.0,0.0
44370,44371,2015,1,23,18,4,266,278,253,241,-11.0,40.0,1018.0,1.0,NW,4.45,0.0,0.0
44371,44372,2015,1,23,19,4,275,318,271,257,-11.0,32.0,1019.0,4.0,NW,1.79,0.0,0.0
44372,44373,2015,1,23,20,4,279,348,253,244,-9.0,58.0,1020.0,-2.0,SE,0.89,0.0,0.0
44373,44374,2015,1,23,21,4,287,389,330,287,-11.0,53.0,1021.0,-3.0,NW,0.89,0.0,0.0
44374,44375,2015,1,23,22,4,281,417,310,280,-9.0,58.0,1021.0,-2.0,NW,1.78,0.0,0.0
44375,44376,2015,1,23,23,4,280,372,295,254,-10.0,67.0,1022.0,-5.0,NW,4.02,0.0,0.0
44376,44377,2015,1,24,0,4,166,233,177,90,-10.0,62.0,1022.0,-4.0,NE,0.89,0.0,0.0
44377,44378,2015,1,24,1,4,53,160,82,48,-12.0,37.0,1023.0,1.0,NE,1.79,0.0,0.0
44378,44379,2015,1,24,2,4,31,59,45,35,-12.0,32.0,1023.0,3.0,NE,6.71,0.0,0.0
44379,44380,2015,1,24,3,4,34,136,29,20,-13.0,31.0,1024.0,2.0,NE,10.73,0.0,0.0
44380,44381,2015,1,24,4,4,29,38,34,38,-13.0,29.0,1024.0,3.0,NE,14.75,0.0,0.0
44381,44382,2015,1,24,5,4,26,48,29,21,-14.0,29.0,1025.0,2.0,NE,17.88,0.0,0.0
44382,44383,2015,1,24,6,4,15,63,28,28,-14.0,33.0,1025.0,0.0,SE,0.89,0.0,0.0
44383,44384,2015,1,24,7,4,91,58,63,90,-11.0,50.0,1026.0,-2.0,SE,1.78,0.0,0.0
44384,44385,2015,1,24,8,4,100,150,98,100,-10.0,54.0,1027.0,-2.0,SE,2.67,0.0,0.0
44385,44386,2015,1,24,9,4,97,137,105,106,-9.0,54.0,1028.0,-1.0,SE,3.56,0.0,0.0
44386,44387,2015,1,24,10,4,105,152,121,126,-7.0,51.0,1029.0,2.0,SE,5.35,0.0,0.0
44387,44388,2015,1,24,11,4,105,134,111,112,-7.0,51.0,1029.0,2.0,SE,1.79,0.0,0.0
44388,44389,2015,1,24,12,4,98,132,102,109,-8.0,47.0,1027.0,2.0,SE,3.58,0.0,0.0
44389,44390,2015,1,24,13,4,107,112,107,102,-8.0,41.0,1026.0,4.0,SE,0.89,0.0,0.0
44390,44391,2015,1,24,14,4,97,110,96,93,-8.0,44.0,1026.0,3.0,SE,1.78,0.0,0.0
44391,44392,2015,1,24,15,4,64,98,88,93,-10.0,35.0,1026.0,4.0,SE,2.67,0.0,0.0
44392,44393,2015,1,24,16,4,64,104,89,98,-11.0,34.0,1027.0,3.0,SE,3.56,0.0,0.0
44393,44394,2015,1,24,17,4,83,122,93,103,-11.0,37.0,1027.0,2.0,SE,4.45,0.0,0.0
44394,44395,2015,1,24,18,4,85,95,79,79,-10.0,37.0,1027.0,3.0,SE,1.79,0.0,0.0
44395,44396,2015,1,24,19,4,81,103,80,77,-6.0,55.0,1028.0,2.0,SE,3.58,0.2,0.2
44396,44397,2015,1,24,20,4,80,109,76,81,-3.0,80.0,1028.0,0.0,SE,0.89,0.0,0.0
44397,44398,2015,1,24,21,4,98,102,81,76,-3.0,86.0,1028.0,-1.0,SE,0.89,0.0,0.0
44398,44399,2015,1,24,22,4,100,96,91,96,-2.0,92.0,1028.0,-1.0,SE,0.89,0.0,0.0
44399,44400,2015,1,24,23,4,105,125,88,100,-2.0,92.0,1028.0,-1.0,SE,1.78,0.0,0.0
44400,44401,2015,1,25,0,4,82,125,87,95,-2.0,92.0,1028.0,-1.0,SE,1.79,0.0,0.0
44401,44402,2015,1,25,1,4,105,105,88,86,-2.0,92.0,1027.0,-1.0,SE,2.68,0.0,0.0
44402,44403,2015,1,25,2,4,87,110,83,83,-3.0,86.0,1027.0,-1.0,SE,3.57,0.0,0.0
44403,44404,2015,1,25,3,4,79,85,68,78,-3.0,86.0,1027.0,-1.0,SE,4.46,0.0,0.0
44404,44405,2015,1,25,4,4,68,90,70,61,-3.0,86.0,1026.0,-1.0,SE,6.25,0.0,0.0
44405,44406,2015,1,25,5,4,73,82,64,71,-3.0,86.0,1026.0,-1.0,SE,7.14,0.0,0.0
44406,44407,2015,1,25,6,4,86,95,75,73,-3.0,86.0,1026.0,-1.0,SE,8.03,0.0,0.0
44407,44408,2015,1,25,7,4,96,99,84,87,-3.0,86.0,1026.0,-1.0,SE,0.89,0.0,0.0
44408,44409,2015,1,25,8,4,106,103,90,97,-3.0,86.0,1026.0,-1.0,SE,1.78,0.0,0.0
44409,44410,2015,1,25,9,4,110,119,105,101,-2.0,92.0,1027.0,-1.0,SE,2.67,0.0,0.0
